iter	Passed	Remaining
954	21674	1021
955	21697	998
956	21720	975
957	21741	953
958	21762	930
959	21783	907
960	21806	884
961	21829	862
962	21852	839
963	21876	816
964	21898	794
965	21920	771
966	21942	748
967	21965	726
968	21986	703
969	22011	680
970	22035	658
971	22057	635
972	22080	612
973	22106	590
974	22130	567
975	22155	544
976	22180	522
977	22205	499
978	22230	476
979	22254	454
980	22279	431
981	22303	408
982	22324	386
983	22348	363
984	22372	340
985	22394	317
986	22415	295
987	22438	272
988	22460	249
989	22482	227
990	22504	204
991	22525	181
992	22548	158
993	22570	136
994	22590	113
995	22610	90
996	22630	68
997	22652	45
998	22675	22
999	22694	0
