iter	Logloss
929	0.101159106
930	0.1011299047
931	0.1011138759
932	0.1010927376
933	0.1010629017
934	0.1010258426
935	0.10100261
936	0.1009639721
937	0.1009431417
938	0.1008986692
939	0.1008713676
940	0.1008433297
941	0.1008185588
942	0.1007922977
943	0.1007704576
944	0.1007343066
945	0.1007001921
946	0.1006637344
947	0.1006311771
948	0.1006150681
949	0.1005928531
950	0.1005681842
951	0.100537838
952	0.1005004931
953	0.1004809822
954	0.1004642486
955	0.1004213915
956	0.1004074201
957	0.1003815043
958	0.1003623679
959	0.100328017
960	0.1003010261
961	0.1002711528
962	0.1002492879
963	0.100223517
964	0.1002031968
965	0.1001718944
966	0.1001590844
967	0.1001219109
968	0.1000914183
969	0.1000500818
970	0.1000216116
971	0.1000014665
972	0.09998317679
973	0.09995171101
974	0.09992102282
975	0.0998879605
976	0.09985244498
977	0.0998270795
978	0.09979086507
979	0.09977143049
980	0.09974240185
981	0.09972640401
982	0.09971299266
983	0.09969240192
984	0.09965774829
985	0.09963291472
986	0.09962470966
987	0.09958941654
988	0.09956590973
989	0.0995437044
990	0.09951815707
991	0.09948761018
992	0.09946765453
993	0.0994372907
994	0.09941399265
995	0.09940223242
996	0.09939388124
997	0.09937697573
998	0.09935098361
999	0.09933206487
