iter	Logloss
204	0.1241646855
205	0.1240874754
206	0.1240124203
207	0.1239387518
208	0.1238677184
209	0.1237874076
210	0.1237257213
211	0.1236767848
212	0.1236236347
213	0.1235266224
214	0.1234786839
215	0.1234325101
216	0.1233718691
217	0.1233056241
218	0.1232182624
219	0.1231613187
220	0.1230952937
221	0.1230381822
222	0.1229597919
223	0.1228824004
224	0.122802064
225	0.1227440404
226	0.1227006197
227	0.1226390049
228	0.1225936581
229	0.1225307939
230	0.1224780983
231	0.1224385218
232	0.1223797668
233	0.1222934891
234	0.1222457998
235	0.1221844768
236	0.1221296504
237	0.1220564443
238	0.1219862671
239	0.1219130972
240	0.1218244473
241	0.1217467511
242	0.1216748285
243	0.1215940219
244	0.1215268013
245	0.1214663479
246	0.1214094375
247	0.1213691428
248	0.1212921777
249	0.1212278836
250	0.1211690937
251	0.1211030301
252	0.1210337983
253	0.1209755038
254	0.120918795
255	0.1208444115
256	0.1207837702
257	0.12070919
258	0.1206617673
259	0.1205890952
260	0.1205040935
261	0.1204471956
262	0.1203676163
263	0.1203042877
264	0.1202588971
265	0.1202041441
266	0.120129289
267	0.1200385367
268	0.1199619674
269	0.1199008756
270	0.1198294066
271	0.1197536694
272	0.1196952958
273	0.1196296895
274	0.119579087
275	0.1194984398
276	0.1194116385
277	0.1193367171
278	0.1192431262
279	0.1191633277
280	0.1191012408
281	0.1190367179
282	0.1189459729
283	0.1188980026
284	0.1188415893
285	0.1187707605
286	0.1187107527
287	0.1186686346
288	0.1185963206
289	0.118543364
290	0.1184862353
291	0.1184314522
292	0.1183889733
293	0.1183271906
294	0.1182580006
295	0.1181981268
296	0.1181240003
297	0.1180529142
298	0.117962848
299	0.1179039786
300	0.117833182
301	0.117773006
302	0.1177118716
303	0.1176605534
304	0.1176150672
305	0.1175456191
306	0.1174640414
307	0.1173972046
308	0.1173281763
309	0.1172689448
310	0.1171919696
311	0.1171307041
312	0.1170678343
313	0.1170184574
314	0.1169302065
315	0.1168459211
316	0.1168229422
317	0.1167544587
318	0.1166892305
319	0.1166225551
320	0.1165731673
321	0.1165427168
322	0.1164687299
323	0.1163816453
324	0.1163281315
325	0.1162536232
326	0.1161962688
327	0.1161485459
328	0.1160793912
329	0.1160198702
330	0.1159478637
331	0.1159023057
332	0.115812553
333	0.1157464039
334	0.1156920219
335	0.1156362239
336	0.1155582584
337	0.1154793161
338	0.1154025629
339	0.115348229
340	0.1152896964
341	0.11525448
342	0.115194328
343	0.1151393667
344	0.115071782
345	0.1150199519
346	0.1149662511
347	0.1149348579
348	0.1148802988
349	0.1147960254
350	0.1147561735
351	0.1146948245
352	0.1146539264
353	0.1146127044
354	0.1145446777
355	0.1144908529
356	0.1144376944
357	0.1143614988
358	0.1143132512
359	0.1142446777
360	0.1141735845
361	0.114105887
362	0.1140277729
363	0.1139505087
364	0.1138911784
365	0.1138216813
366	0.1137426022
367	0.1137004905
368	0.1136407103
369	0.113607752
370	0.1135364728
371	0.1134828651
372	0.1134416487
373	0.1133950141
374	0.1133328802
375	0.1132906578
376	0.1132442134
377	0.1131760752
378	0.1131132961
379	0.1130744414
380	0.1129685701
381	0.1129152229
382	0.1128713984
383	0.1128387564
384	0.1127784093
385	0.1127228281
386	0.1126846213
387	0.1125970886
388	0.1125280628
389	0.1124658293
390	0.1124180152
391	0.1123631474
392	0.1123018413
393	0.1122432144
394	0.1121800857
395	0.1121173653
396	0.1120592129
397	0.1120037301
398	0.111956657
399	0.1118879732
400	0.1118302022
401	0.1118182047
402	0.111733503
403	0.1116771992
404	0.1115941269
405	0.1115669052
406	0.1115194074
407	0.111467888
408	0.1114237532
409	0.1113753128
410	0.1113310672
411	0.1112852242
412	0.1112540972
413	0.1112133433
414	0.1111712754
415	0.1111227427
416	0.1110517346
417	0.1110096009
418	0.1109551638
419	0.1109039054
420	0.1108696873
421	0.1108162069
422	0.1107684261
423	0.110723113
424	0.110671651
425	0.1106249558
426	0.1105729261
427	0.1105510046
428	0.1105102936
429	0.1104507093
430	0.1104044054
431	0.11035566
432	0.1103019632
433	0.110246977
434	0.1101964178
435	0.1101483416
436	0.1100751701
437	0.1100262324
438	0.1099762882
439	0.1099260775
440	0.1098685289
441	0.1098088663
442	0.1097529346
443	0.1096680394
444	0.1096294099
445	0.109592511
446	0.1095250998
447	0.1094609418
448	0.109409876
449	0.1093755532
450	0.1093228387
451	0.1092734409
452	0.1092267826
453	0.1091824619
454	0.1091100246
455	0.1090421725
456	0.1089872457
457	0.1089470799
458	0.1089156229
459	0.1088551683
460	0.1088366345
461	0.1087999331
462	0.1087326182
463	0.1086665626
464	0.1086203776
465	0.1085759886
466	0.1085370336
467	0.1084712313
468	0.1084175272
469	0.1083788636
470	0.1083252118
471	0.1082751677
472	0.10822837
473	0.1081729001
474	0.1081220286
475	0.1081123362
476	0.1080756123
477	0.1080317404
478	0.1079924517
479	0.1079631493
480	0.107895034
481	0.107861137
482	0.1078092604
483	0.1077547952
484	0.1077138048
485	0.1076717956
486	0.1076242657
487	0.1075588817
488	0.107520359
489	0.1074863899
490	0.1074209252
491	0.1073639719
492	0.1073349449
493	0.1072796174
494	0.1072357463
495	0.1071769748
496	0.1071340535
497	0.1071015609
498	0.1070860757
499	0.1070274094
500	0.1069611399
501	0.1069303866
502	0.1068745305
503	0.1068399371
504	0.1067803884
505	0.1067295278
506	0.1066510998
507	0.1066234329
508	0.1065809387
509	0.1065334
510	0.1064764451
511	0.1064233617
512	0.1063907056
513	0.1063612286
514	0.1063128726
515	0.1062488587
516	0.1062017214
517	0.106153848
518	0.1061115392
519	0.1060594265
520	0.1060167172
521	0.1059655458
522	0.1059015545
523	0.1058275808
524	0.1058089961
525	0.1057804408
526	0.1057171038
527	0.1056576459
528	0.1055864129
529	0.105524998
530	0.1054793741
531	0.1054315488
532	0.1053663435
533	0.1053113099
534	0.1052619346
535	0.1052186849
536	0.1051694148
537	0.1051113591
538	0.1050501939
539	0.1049878224
540	0.1049557998
541	0.104902386
542	0.1048430802
543	0.1048088116
544	0.1047546258
545	0.1047097423
546	0.104669609
547	0.1046229779
548	0.1045772863
549	0.1045445977
550	0.1045001469
551	0.1044510759
552	0.1043862455
553	0.1043235428
554	0.1042703421
555	0.1042053447
556	0.1041678457
557	0.1041323061
558	0.1040848364
559	0.1040335045
560	0.1039885531
561	0.1039315135
562	0.1038921076
563	0.1038533304
564	0.1038021293
565	0.103749107
566	0.1037100371
567	0.1036768005
568	0.1036138782
569	0.1035849917
570	0.1035368709
571	0.1034871006
572	0.1034521113
573	0.1033984936
574	0.1033529228
575	0.103311989
576	0.1032836862
577	0.1032396292
578	0.1032067074
579	0.1031664071
580	0.1031165898
581	0.1030579396
582	0.1030290631
583	0.1029497821
584	0.1029045613
585	0.1028619816
586	0.1028135087
587	0.1027818503
588	0.1027230933
589	0.1026806079
590	0.1026351571
591	0.1025840111
592	0.1025555128
593	0.1025025341
594	0.1024614964
595	0.1024131331
596	0.1023820423
597	0.1023291179
598	0.1023179859
599	0.1022570591
600	0.1022003591
601	0.1021373425
602	0.1020948928
603	0.1020662135
604	0.1020271468
605	0.1019915249
606	0.1019539259
607	0.1019085835
608	0.1018729005
609	0.1018389137
610	0.101776991
611	0.101745041
612	0.1016730907
613	0.1016177757
614	0.1015630171
615	0.1015272097
616	0.1014650268
617	0.1014428134
618	0.1013809312
619	0.1013459665
620	0.1013150832
621	0.1012887238
622	0.1012373473
623	0.1011975652
624	0.1011616419
625	0.1011267963
626	0.1010800593
627	0.1010433335
628	0.1010247278
629	0.1009717845
630	0.1009622138
631	0.1009257452
632	0.1008803844
633	0.1008522345
634	0.1008050491
635	0.1007904229
636	0.100748288
637	0.1007070251
638	0.1006419241
639	0.1005865397
640	0.1005524501
641	0.1005242713
642	0.1004998865
643	0.1004653529
644	0.1004135401
645	0.1003750053
646	0.1003428924
647	0.1003035026
648	0.1002754049
649	0.1002224415
650	0.1001758892
651	0.1001355214
652	0.1000892276
653	0.1000416676
654	0.09999326702
655	0.09993990382
656	0.09990640553
657	0.09986150953
658	0.09980828401
659	0.09977480821
660	0.09973822486
661	0.09969360223
662	0.09964881943
663	0.09962442183
664	0.09959623823
665	0.09955459751
666	0.09950430734
667	0.09946928679
668	0.0994085194
669	0.09936992763
670	0.09933382479
671	0.09929266741
672	0.09925254575
673	0.09921756735
674	0.09916710215
675	0.09913764277
676	0.09909273352
677	0.09907275177
678	0.09903010785
679	0.09899793152
680	0.09896762871
681	0.09893429542
682	0.09890502151
683	0.09883325743
684	0.09877595206
685	0.09873112471
686	0.09869001911
687	0.09864398903
688	0.09862303138
689	0.09857118803
690	0.09852826029
691	0.09848023424
692	0.0984564669
693	0.09840913937
694	0.09838714359
695	0.09832737939
696	0.09828384709
697	0.09824597952
698	0.09819111612
699	0.09814144336
700	0.09809855416
701	0.09805746583
702	0.09801286528
703	0.09797823012
704	0.09794328504
705	0.09789591656
706	0.09784627873
707	0.09779846786
708	0.09777315537
709	0.09774091279
710	0.09770315402
711	0.09768502572
712	0.09763779815
713	0.09758727955
714	0.09756205096
715	0.09753612387
716	0.0974849445
717	0.09745546385
718	0.09742809437
719	0.09738139951
720	0.09735498627
721	0.09732859069
722	0.0973006612
723	0.09724903222
724	0.09720253205
725	0.09717238862
726	0.09713009877
727	0.09709975261
728	0.09706057915
729	0.09703351357
730	0.09698878978
731	0.09695982578
732	0.09691959693
733	0.09688069605
734	0.09683984055
735	0.09679825604
736	0.09675290359
737	0.09672231255
738	0.09668819525
739	0.09663245671
740	0.09659807285
741	0.09655933496
742	0.0965032006
743	0.09645881241
744	0.09641387265
745	0.09637356913
746	0.0963515581
747	0.09633622344
748	0.09630735819
749	0.09625206084
750	0.09622917266
751	0.09619089642
752	0.09616334027
753	0.09611646155
754	0.09607762972
755	0.0960527263
756	0.09602427775
757	0.09598519381
758	0.09593106746
759	0.09589325168
760	0.09585979595
761	0.0958333787
762	0.09580699476
763	0.09574910289
764	0.09572206661
765	0.09571031
766	0.09568269886
767	0.09564358722
768	0.09561015718
769	0.09557441043
770	0.09552186375
771	0.09548183081
772	0.09546502527
773	0.09543657672
774	0.09539013235
775	0.09535148197
776	0.09530359041
777	0.09526636354
778	0.09521997578
779	0.09519536059
780	0.09516112567
781	0.0951203063
782	0.0951058797
783	0.09507813006
784	0.09504120909
785	0.09500881276
786	0.09498214661
787	0.09494413252
788	0.09491848643
789	0.09488469349
790	0.09482098514
791	0.09478191284
792	0.0947377575
793	0.09470379635
794	0.09465663662
795	0.09462682237
796	0.09458635466
797	0.0945458151
798	0.09450307724
799	0.09447998513
800	0.09445947147
801	0.09440109305
802	0.09435725284
803	0.0943056359
804	0.09426412244
805	0.09422659368
806	0.09420136911
807	0.09416685237
808	0.09413378524
809	0.09410967587
810	0.09406490231
811	0.09404229192
812	0.09401506937
813	0.09398379749
814	0.0939547267
815	0.09391369738
816	0.09387661423
817	0.09382577247
818	0.09378576562
819	0.09376152458
820	0.09373419164
821	0.09369908518
822	0.09366004781
823	0.09362009235
824	0.09359844221
825	0.09356135946
826	0.09353121161
827	0.09349994935
828	0.09344041037
829	0.09340389606
830	0.09337141222
831	0.09331315905
832	0.09326626307
833	0.09323290529
834	0.09321701544
835	0.09319627858
836	0.09316773047
837	0.09312003521
838	0.09309253768
839	0.09305198768
840	0.09299865137
841	0.09295589223
842	0.09291700179
843	0.09288501534
844	0.09284683505
845	0.0928247646
846	0.09278225918
847	0.09274627918
848	0.09270800536
849	0.09268992965
850	0.09266208367
851	0.09264080847
852	0.09260605569
853	0.09258004389
854	0.09254717146
855	0.0925001442
856	0.09247140139
857	0.09242767117
858	0.09238336769
859	0.09234776907
860	0.09232008567
861	0.09228716466
862	0.09226519859
863	0.09223621251
864	0.09219283435
865	0.09216574107
866	0.09213365908
867	0.09210229727
868	0.09207264801
869	0.09203996706
870	0.09201812905
871	0.0919941658
872	0.09196300993
873	0.09193495801
874	0.09190714574
875	0.09187081048
876	0.09181820439
877	0.09179393685
878	0.09175412349
879	0.09173739222
880	0.09171679867
881	0.09167787531
882	0.09163983272
883	0.09160287963
884	0.0915530475
885	0.09154259156
886	0.09150611137
887	0.09147715901
888	0.09144268161
889	0.09141515116
890	0.0913784004
891	0.09134840871
892	0.09132363656
893	0.09126371581
894	0.09124640084
895	0.09122423966
896	0.09120740321
897	0.09117623208
898	0.09114101202
899	0.09112313503
900	0.09109407107
901	0.09106369922
902	0.09103031615
903	0.09098785449
904	0.09096316584
905	0.09094008536
906	0.09090544819
907	0.09087394508
908	0.09084282975
909	0.09081536273
910	0.09077721897
911	0.0907479579
912	0.09070750143
913	0.09068014721
914	0.0906646576
915	0.09063840654
916	0.09062039507
917	0.09059450811
918	0.09054765709
919	0.0905090605
920	0.09048621567
921	0.09046791597
922	0.09043103514
923	0.09041249657
924	0.0903834298
925	0.09036004062
926	0.09032798111
927	0.09030171078
928	0.09028003053
929	0.09023442157
930	0.09018602379
931	0.0901653636
932	0.09014676683
933	0.09012127128
934	0.09008920133
935	0.090045663
936	0.09001879452
937	0.08998334203
938	0.08995968508
939	0.08994224446
940	0.08992043415
941	0.08988262318
942	0.08984703178
943	0.08982150854
944	0.08979019852
945	0.08976293342
946	0.08971916145
947	0.08966888452
948	0.0896289138
949	0.08960609587
950	0.08957160402
951	0.08954007842
952	0.08951789557
953	0.08948856666
954	0.08947077277
955	0.08944459236
956	0.08942087038
957	0.08938126698
958	0.08933047741
959	0.08928095038
960	0.08924808919
961	0.08922790752
962	0.08920077971
963	0.08915975441
964	0.08914049405
965	0.08911863155
966	0.08908468165
967	0.08905310707
968	0.08904018628
969	0.08902072119
970	0.08899522203
971	0.0889699541
972	0.08894716628
973	0.08891226937
974	0.0888709205
975	0.08882987593
976	0.08879130543
977	0.0887733598
978	0.08874676631
979	0.08872080991
980	0.08868309007
981	0.08866234157
982	0.08863342213
983	0.08860588766
984	0.08856595187
985	0.0885364969
986	0.08852193221
987	0.08849072616
988	0.08845524596
989	0.08843353159
990	0.08840742425
991	0.08839178931
992	0.08836073701
993	0.08832166311
994	0.08829418765
995	0.08824814232
996	0.08821878852
997	0.08819196099
998	0.08814546926
999	0.08811106773
