iter	Passed	Remaining
334	20111	39922
335	20173	39865
336	20232	39804
337	20285	39730
338	20348	39677
339	20405	39610
340	20466	39551
341	20521	39483
342	20582	39424
343	20643	39366
344	20705	39310
345	20766	39251
346	20829	39198
347	20882	39125
348	20939	39059
349	21002	39005
350	21058	38936
351	21117	38875
352	21181	38823
353	21243	38766
354	21298	38696
355	21358	38637
356	21421	38583
357	21487	38534
358	21545	38470
359	21601	38402
360	21667	38353
361	21728	38295
362	21787	38233
363	21852	38182
364	21918	38131
365	21982	38078
366	22037	38009
367	22092	37941
368	22152	37881
369	22215	37825
370	22270	37757
371	22327	37692
372	22386	37630
373	22446	37571
374	22508	37514
375	22572	37460
376	22633	37403
377	22693	37342
378	22751	37279
379	22820	37232
380	22883	37177
381	22943	37118
382	23008	37066
383	23062	36996
384	23124	36938
385	23186	36881
386	23244	36819
387	23307	36763
388	23364	36698
389	23419	36629
390	23476	36566
391	23536	36505
392	23594	36442
393	23661	36393
394	23716	36325
395	23776	36265
396	23844	36216
397	23902	36154
398	23961	36092
399	24015	36023
400	24073	35959
401	24130	35896
402	24197	35845
403	24259	35788
404	24323	35735
405	24377	35666
406	24437	35605
407	24504	35555
408	24570	35503
409	24631	35445
410	24688	35381
411	24749	35322
412	24801	35251
413	24861	35191
414	24915	35121
415	24974	35060
416	25035	35002
417	25101	34949
418	25157	34883
419	25213	34818
420	25265	34747
421	25329	34693
422	25389	34632
423	25444	34566
424	25506	34509
425	25563	34444
426	25621	34382
427	25671	34308
428	25727	34243
429	25782	34176
430	25837	34110
431	25890	34041
432	25945	33974
433	26002	33911
434	26061	33850
435	26121	33789
436	26180	33729
437	26239	33667
438	26297	33605
439	26355	33542
440	26420	33489
441	26477	33426
442	26549	33381
443	26614	33327
444	26675	33268
445	26730	33203
446	26794	33148
447	26853	33086
448	26916	33030
449	26973	32968
450	27037	32913
451	27104	32861
452	27171	32810
453	27224	32741
454	27285	32683
455	27347	32624
456	27405	32562
457	27465	32503
458	27522	32439
459	27588	32386
460	27647	32325
461	27703	32260
462	27766	32204
463	27831	32150
464	27894	32093
465	27954	32033
466	28009	31968
467	28068	31907
468	28127	31846
469	28188	31786
470	28249	31728
471	28311	31670
472	28371	31610
473	28432	31551
474	28491	31490
475	28543	31421
476	28611	31370
477	28665	31303
478	28726	31245
479	28785	31184
480	28848	31127
481	28903	31062
482	28967	31006
483	29030	30950
484	29094	30894
485	29154	30834
486	29219	30779
487	29287	30728
488	29350	30671
489	29407	30607
490	29467	30547
491	29531	30491
492	29585	30425
493	29650	30370
494	29715	30315
495	29775	30255
496	29837	30197
497	29897	30138
498	29950	30070
499	30006	30006
500	30067	29947
501	30125	29885
502	30182	29822
503	30235	29755
504	30294	29694
505	30348	29628
506	30408	29569
507	30465	29505
508	30527	29448
509	30586	29386
510	30649	29330
511	30719	29279
512	30780	29220
513	30836	29156
514	30890	29091
515	30945	29026
516	31008	28968
517	31069	28909
518	31134	28854
519	31197	28797
520	31264	28743
521	31329	28688
522	31388	28627
523	31449	28568
524	31502	28502
525	31558	28438
526	31630	28389
527	31693	28332
528	31759	28277
529	31831	28227
530	31896	28172
531	31958	28114
532	32020	28055
533	32086	28000
534	32152	27945
535	32217	27889
536	32282	27833
537	32341	27772
538	32408	27718
539	32471	27660
540	32533	27602
541	32589	27539
542	32656	27484
543	32713	27421
544	32786	27371
545	32848	27313
546	32927	27268
547	32986	27207
548	33046	27147
549	33107	27088
550	33168	27028
551	33230	26969
552	33302	26918
553	33362	26858
554	33423	26798
555	33485	26740
556	33549	26682
557	33613	26625
558	33681	26571
559	33752	26519
560	33813	26460
561	33878	26403
562	33938	26343
563	33999	26283
564	34062	26224
565	34125	26166
566	34190	26110
567	34252	26050
568	34312	25990
569	34366	25925
570	34430	25867
571	34490	25807
572	34552	25748
573	34622	25695
574	34683	25635
575	34744	25575
576	34802	25513
577	34866	25456
578	34923	25393
579	34984	25333
580	35042	25271
581	35105	25212
582	35160	25149
583	35225	25092
584	35284	25030
585	35346	24972
586	35405	24910
587	35467	24851
588	35525	24789
589	35589	24731
590	35649	24670
591	35713	24613
592	35774	24553
593	35831	24490
594	35891	24430
595	35949	24368
596	36004	24304
597	36070	24247
598	36124	24183
599	36184	24122
600	36246	24064
601	36307	24004
602	36372	23946
603	36434	23887
604	36499	23830
605	36559	23769
606	36614	23706
607	36674	23645
608	36734	23585
609	36796	23525
610	36868	23472
611	36931	23414
612	37000	23359
613	37063	23300
614	37123	23240
615	37190	23183
616	37255	23125
617	37319	23067
618	37382	23008
619	37438	22946
620	37498	22885
621	37561	22826
622	37620	22765
623	37679	22704
624	37750	22650
625	37806	22587
626	37873	22530
627	37937	22472
628	37994	22410
629	38054	22349
630	38109	22285
631	38175	22228
632	38244	22173
633	38309	22115
634	38373	22057
635	38425	21992
636	38491	21934
637	38558	21878
638	38622	21819
639	38685	21760
640	38748	21701
641	38812	21643
642	38867	21579
643	38925	21517
644	38983	21456
645	39046	21397
646	39108	21337
647	39172	21279
648	39238	21221
649	39302	21162
650	39366	21104
651	39425	21042
652	39487	20983
653	39543	20920
654	39600	20858
655	39663	20798
656	39722	20737
657	39779	20675
658	39838	20614
659	39896	20552
660	39951	20489
661	40007	20426
662	40062	20363
663	40122	20303
664	40181	20241
665	40241	20181
666	40304	20122
667	40365	20061
668	40422	19999
669	40480	19938
670	40547	19880
671	40607	19820
672	40662	19757
673	40719	19695
674	40782	19635
675	40842	19575
676	40901	19514
677	40952	19449
678	41018	19391
679	41078	19330
680	41130	19266
681	41190	19205
682	41245	19143
683	41308	19084
684	41370	19024
685	41433	18965
686	41494	18904
687	41555	18844
688	41611	18782
689	41672	18722
690	41739	18664
691	41806	18607
692	41869	18548
693	41928	18487
694	41989	18427
695	42060	18371
696	42124	18312
697	42185	18251
698	42251	18194
699	42312	18133
700	42375	18074
701	42432	18012
702	42495	17953
703	42556	17893
704	42620	17833
705	42674	17771
706	42742	17713
707	42800	17652
708	42859	17591
709	42917	17529
710	42983	17471
711	43042	17410
712	43107	17351
713	43168	17291
714	43225	17229
715	43290	17171
716	43348	17109
717	43402	17046
718	43463	16986
719	43524	16926
720	43585	16865
721	43645	16805
722	43697	16741
723	43759	16681
724	43825	16623
725	43885	16562
726	43952	16504
727	44012	16444
728	44076	16384
729	44133	16323
730	44193	16262
731	44247	16199
732	44305	16138
733	44365	16077
734	44428	16018
735	44490	15958
736	44554	15899
737	44614	15838
738	44669	15776
739	44732	15716
740	44784	15653
741	44844	15592
742	44910	15534
743	44975	15475
744	45041	15417
745	45105	15357
746	45159	15294
747	45210	15231
748	45269	15170
749	45328	15109
750	45387	15048
751	45446	14987
752	45503	14926
753	45565	14866
754	45632	14807
755	45691	14746
756	45747	14685
757	45803	14623
758	45862	14562
759	45920	14501
760	45980	14440
761	46036	14378
762	46091	14316
763	46152	14256
764	46210	14195
765	46262	14132
766	46314	14069
767	46374	14009
768	46432	13947
769	46490	13886
770	46556	13828
771	46615	13767
772	46667	13704
773	46730	13644
774	46790	13584
775	46849	13523
776	46911	13463
777	46973	13403
778	47039	13344
779	47098	13284
780	47170	13226
781	47236	13168
782	47293	13106
783	47354	13046
784	47411	12985
785	47477	12926
786	47538	12866
787	47607	12808
788	47667	12747
789	47730	12687
790	47789	12627
791	47855	12568
792	47915	12507
793	47977	12447
794	48043	12388
795	48103	12328
796	48165	12268
797	48232	12209
798	48289	12147
799	48351	12087
800	48407	12026
801	48469	11966
802	48530	11906
803	48590	11845
804	48652	11785
805	48711	11724
806	48768	11663
807	48828	11602
808	48889	11542
809	48945	11481
810	49005	11420
811	49063	11359
812	49125	11299
813	49188	11239
814	49247	11178
815	49313	11119
816	49374	11059
817	49433	10998
818	49501	10939
819	49556	10878
820	49616	10817
821	49674	10756
822	49733	10695
823	49791	10635
824	49849	10574
825	49903	10512
826	49960	10451
827	50024	10391
828	50087	10331
829	50148	10271
830	50210	10211
831	50274	10151
832	50336	10091
833	50401	10031
834	50456	9970
835	50510	9908
836	50568	9847
837	50632	9788
838	50687	9726
839	50742	9665
840	50802	9604
841	50862	9544
842	50931	9485
843	50992	9425
844	51048	9363
845	51103	9302
846	51168	9242
847	51227	9182
848	51294	9123
849	51351	9062
850	51411	9001
851	51468	8940
852	51526	8879
853	51590	8819
854	51651	8759
855	51716	8699
856	51774	8639
857	51832	8578
858	51897	8518
859	51962	8459
860	52015	8397
861	52085	8338
862	52145	8277
863	52202	8217
864	52261	8156
865	52317	8095
866	52385	8036
867	52445	7975
868	52502	7914
869	52567	7854
870	52622	7793
871	52688	7734
872	52749	7673
873	52808	7613
874	52873	7553
875	52944	7494
876	53008	7434
877	53073	7374
878	53138	7314
879	53198	7254
880	53253	7193
881	53321	7133
882	53384	7073
883	53448	7013
884	53509	6953
885	53563	6891
886	53627	6831
887	53690	6771
888	53760	6712
889	53822	6652
890	53890	6592
891	53959	6533
892	54019	6472
893	54084	6412
894	54140	6351
895	54201	6291
896	54257	6230
897	54317	6169
898	54382	6109
899	54437	6048
900	54501	5988
901	54557	5927
902	54624	5867
903	54684	5807
904	54747	5746
905	54805	5686
906	54866	5625
907	54925	5565
908	54990	5505
909	55051	5444
910	55119	5384
911	55175	5323
912	55235	5263
913	55290	5202
914	55348	5141
915	55407	5081
916	55466	5020
917	55532	4960
918	55600	4900
919	55664	4840
920	55734	4780
921	55793	4720
922	55854	4659
923	55918	4599
924	55981	4539
925	56036	4478
926	56098	4417
927	56157	4357
928	56211	4296
929	56274	4235
930	56332	4175
931	56387	4114
932	56447	4053
933	56510	3993
934	56577	3933
935	56636	3872
936	56702	3812
937	56760	3751
938	56820	3691
939	56876	3630
940	56936	3569
941	57004	3509
942	57067	3449
943	57126	3388
944	57179	3327
945	57236	3267
946	57296	3206
947	57359	3146
948	57418	3085
949	57478	3025
950	57538	2964
951	57603	2904
952	57668	2844
953	57730	2783
954	57789	2723
955	57850	2662
956	57914	2602
957	57982	2542
958	58046	2481
959	58109	2421
960	58174	2360
961	58230	2300
962	58293	2239
963	58352	2179
964	58411	2118
965	58470	2057
966	58533	1997
967	58599	1937
968	58659	1876
969	58717	1816
970	58773	1755
971	58830	1694
972	58890	1634
973	58951	1573
974	59019	1513
975	59084	1452
976	59146	1392
977	59212	1331
978	59277	1271
979	59338	1210
980	59401	1150
981	59457	1089
982	59514	1029
983	59575	968
984	59632	908
985	59691	847
986	59745	786
987	59797	726
988	59858	665
989	59917	605
990	59980	544
991	60034	484
992	60093	423
993	60155	363
994	60218	302
995	60275	242
996	60336	181
997	60393	121
998	60450	60
999	60506	0
