iter	Passed	Remaining
172	7074	33817
173	7122	33812
174	7161	33762
175	7196	33691
176	7235	33644
177	7272	33584
178	7311	33535
179	7346	33467
180	7380	33393
181	7415	33328
182	7465	33330
183	7500	33263
184	7537	33206
185	7574	33150
186	7616	33114
187	7653	33055
188	7692	33006
189	7724	32932
190	7758	32862
191	7794	32799
192	7829	32735
193	7863	32671
194	7917	32683
195	7966	32677
196	8006	32637
197	8043	32581
198	8108	32638
199	8155	32621
200	8198	32588
201	8235	32534
202	8279	32505
203	8312	32436
204	8353	32396
205	8389	32334
206	8423	32268
207	8468	32247
208	8511	32211
209	8555	32185
210	8598	32151
211	8651	32158
212	8689	32107
213	8726	32051
214	8763	31997
215	8803	31951
216	8834	31876
217	8869	31815
218	8911	31780
219	8949	31730
220	8992	31699
221	9028	31641
222	9064	31584
223	9099	31523
224	9134	31463
225	9170	31408
226	9204	31344
227	9243	31298
228	9287	31270
229	9323	31214
230	9372	31200
231	9406	31138
232	9451	31113
233	9510	31132
234	9548	31084
235	9591	31049
236	9629	31001
237	9666	30947
238	9703	30898
239	9744	30858
240	9787	30825
241	9836	30810
242	9874	30760
243	9913	30716
244	9961	30697
245	9996	30640
246	10028	30573
247	10063	30516
248	10098	30458
249	10143	30431
250	10183	30388
251	10219	30334
252	10257	30285
253	10306	30270
254	10344	30221
255	10382	30173
256	10426	30144
257	10465	30099
258	10503	30050
259	10541	30002
260	10580	29957
261	10624	29926
262	10665	29886
263	10699	29829
264	10735	29775
265	10768	29714
266	10805	29664
267	10845	29621
268	10885	29580
269	10921	29529
270	10964	29494
271	11004	29453
272	11041	29404
273	11079	29356
274	11123	29325
275	11160	29275
276	11197	29225
277	11236	29181
278	11278	29146
279	11324	29119
280	11364	29078
281	11410	29052
282	11454	29020
283	11506	29010
284	11561	29005
285	11600	28959
286	11633	28901
287	11673	28860
288	11709	28808
289	11743	28750
290	11779	28700
291	11818	28655
292	11856	28609
293	11896	28568
294	11942	28539
295	11986	28509
296	12023	28459
297	12058	28406
298	12093	28352
299	12137	28321
300	12194	28319
301	12246	28304
302	12301	28297
303	12340	28252
304	12391	28236
305	12438	28210
306	12482	28177
307	12521	28131
308	12555	28076
309	12599	28044
310	12634	27991
311	12678	27956
312	12726	27933
313	12775	27911
314	12818	27874
315	12865	27847
316	12903	27801
317	12946	27765
318	12988	27727
319	13026	27682
320	13067	27641
321	13107	27598
322	13145	27551
323	13189	27519
324	13233	27484
325	13276	27449
326	13313	27400
327	13350	27352
328	13386	27301
329	13430	27268
330	13473	27231
331	13507	27177
332	13538	27117
333	13568	27055
334	13601	27000
335	13635	26945
336	13671	26897
337	13711	26855
338	13747	26805
339	13776	26743
340	13826	26720
341	13871	26688
342	13920	26664
343	13962	26626
344	14013	26606
345	14047	26553
346	14079	26494
347	14111	26438
348	14151	26397
349	14196	26365
350	14243	26336
351	14300	26326
352	14358	26316
353	14401	26280
354	14444	26244
355	14482	26198
356	14526	26163
357	14564	26118
358	14615	26096
359	14659	26061
360	14698	26018
361	14741	25980
362	14777	25931
363	14811	25879
364	14845	25827
365	14889	25791
366	14928	25748
367	14971	25712
368	15005	25660
369	15045	25617
370	15089	25582
371	15132	25546
372	15169	25499
373	15205	25450
374	15241	25402
375	15277	25353
376	15314	25308
377	15359	25273
378	15400	25233
379	15443	25197
380	15482	25154
381	15521	25111
382	15558	25063
383	15593	25014
384	15634	24973
385	15671	24929
386	15706	24879
387	15740	24827
388	15775	24778
389	15810	24728
390	15846	24681
391	15877	24626
392	15912	24577
393	15954	24539
394	15992	24494
395	16028	24447
396	16071	24411
397	16115	24375
398	16151	24328
399	16186	24280
400	16218	24226
401	16254	24179
402	16288	24129
403	16319	24075
404	16352	24024
405	16385	23973
406	16418	23922
407	16454	23875
408	16485	23821
409	16525	23780
410	16573	23751
411	16610	23705
412	16645	23657
413	16679	23609
414	16717	23566
415	16754	23520
416	16790	23474
417	16833	23437
418	16870	23393
419	16909	23351
420	16946	23306
421	16982	23260
422	17025	23223
423	17058	23173
424	17090	23122
425	17128	23078
426	17160	23028
427	17193	22977
428	17229	22932
429	17264	22886
430	17308	22850
431	17345	22805
432	17378	22756
433	17412	22708
434	17447	22662
435	17485	22619
436	17524	22577
437	17567	22540
438	17607	22500
439	17650	22463
440	17684	22416
441	17727	22379
442	17763	22335
443	17800	22290
444	17840	22250
445	17884	22215
446	17926	22176
447	17970	22142
448	18006	22097
449	18042	22052
450	18096	22028
451	18127	21977
452	18163	21932
453	18216	21907
454	18249	21859
455	18292	21822
456	18327	21776
457	18371	21741
458	18424	21716
459	18464	21675
460	18504	21635
461	18538	21587
462	18571	21539
463	18608	21495
464	18654	21462
465	18694	21422
466	18730	21377
467	18766	21333
468	18800	21285
469	18833	21237
470	18863	21186
471	18901	21143
472	18949	21112
473	18982	21065
474	19019	21021
475	19063	20985
476	19095	20937
477	19133	20895
478	19164	20844
479	19196	20796
480	19229	20748
481	19265	20704
482	19303	20662
483	19339	20618
484	19378	20577
485	19418	20537
486	19461	20500
487	19509	20469
488	19546	20425
489	19589	20388
490	19629	20349
491	19671	20311
492	19706	20266
493	19744	20224
494	19779	20179
495	19814	20133
496	19856	20096
497	19898	20058
498	19954	20034
499	19998	19998
500	20040	19960
501	20090	19930
502	20125	19885
503	20168	19848
504	20221	19821
505	20259	19779
506	20302	19741
507	20347	19706
508	20390	19669
509	20433	19631
510	20469	19588
511	20515	19553
512	20551	19509
513	20592	19470
514	20635	19433
515	20679	19396
516	20715	19353
517	20754	19312
518	20790	19267
519	20827	19225
520	20861	19179
521	20904	19142
522	20945	19103
523	20982	19060
524	21019	19017
525	21076	18992
526	21121	18957
527	21161	18916
528	21206	18881
529	21241	18836
530	21275	18790
531	21311	18748
532	21334	18692
533	21370	18649
534	21406	18605
535	21442	18562
536	21480	18520
537	21514	18475
538	21551	18432
539	21583	18386
540	21618	18341
541	21654	18298
542	21697	18261
543	21736	18220
544	21774	18178
545	21820	18144
546	21859	18103
547	21904	18067
548	21941	18024
549	21983	17986
550	22015	17940
551	22059	17903
552	22103	17866
553	22136	17820
554	22178	17782
555	22216	17741
556	22253	17698
557	22294	17660
558	22327	17614
559	22363	17571
560	22409	17535
561	22447	17494
562	22477	17446
563	22507	17399
564	22541	17354
565	22593	17324
566	22638	17288
567	22675	17246
568	22712	17204
569	22749	17161
570	22792	17124
571	22830	17082
572	22880	17050
573	22923	17012
574	22967	16975
575	23011	16939
576	23071	16913
577	23106	16870
578	23146	16830
579	23184	16788
580	23225	16749
581	23259	16705
582	23293	16661
583	23329	16618
584	23373	16580
585	23411	16539
586	23449	16498
587	23492	16460
588	23537	16424
589	23575	16382
590	23610	16339
591	23643	16295
592	23679	16252
593	23714	16209
594	23755	16169
595	23791	16127
596	23825	16083
597	23866	16044
598	23904	16002
599	23936	15957
600	23974	15916
601	24017	15878
602	24065	15844
603	24103	15803
604	24143	15763
605	24185	15724
606	24229	15687
607	24280	15654
608	24328	15619
609	24379	15586
610	24423	15549
611	24458	15506
612	24500	15467
613	24537	15425
614	24578	15386
615	24629	15353
616	24667	15312
617	24704	15270
618	24738	15226
619	24780	15187
620	24815	15145
621	24863	15109
622	24900	15068
623	24948	15033
624	24993	14996
625	25042	14961
626	25084	14922
627	25124	14882
628	25169	14845
629	25204	14802
630	25243	14762
631	25276	14717
632	25319	14679
633	25365	14642
634	25409	14605
635	25454	14568
636	25489	14525
637	25522	14481
638	25557	14438
639	25599	14399
640	25638	14359
641	25672	14315
642	25709	14274
643	25746	14232
644	25785	14192
645	25821	14149
646	25864	14111
647	25900	14069
648	25936	14027
649	25972	13985
650	26006	13941
651	26044	13901
652	26088	13863
653	26119	13818
654	26161	13779
655	26195	13736
656	26244	13701
657	26289	13664
658	26324	13621
659	26355	13577
660	26398	13538
661	26438	13498
662	26468	13453
663	26504	13411
664	26542	13370
665	26585	13332
666	26620	13290
667	26655	13247
668	26699	13210
669	26749	13174
670	26783	13132
671	26818	13090
672	26852	13047
673	26886	13004
674	26927	12965
675	26963	12923
676	27005	12884
677	27049	12846
678	27081	12802
679	27112	12758
680	27148	12717
681	27196	12680
682	27254	12649
683	27299	12612
684	27337	12571
685	27378	12531
686	27413	12489
687	27448	12447
688	27484	12406
689	27521	12364
690	27572	12329
691	27612	12290
692	27652	12249
693	27689	12208
694	27742	12174
695	27782	12134
696	27821	12094
697	27861	12054
698	27905	12016
699	27951	11979
700	28002	11943
701	28051	11908
702	28086	11865
703	28118	11822
704	28151	11779
705	28185	11737
706	28224	11696
707	28260	11655
708	28291	11611
709	28331	11572
710	28366	11530
711	28402	11488
712	28443	11449
713	28483	11409
714	28522	11369
715	28558	11327
716	28593	11285
717	28624	11242
718	28654	11198
719	28684	11155
720	28720	11113
721	28764	11075
722	28808	11037
723	28848	10997
724	28890	10958
725	28929	10918
726	28966	10877
727	28999	10834
728	29038	10794
729	29079	10755
730	29112	10712
731	29145	10670
732	29181	10629
733	29212	10586
734	29247	10545
735	29281	10502
736	29326	10465
737	29360	10423
738	29392	10380
739	29424	10338
740	29463	10298
741	29501	10257
742	29540	10218
743	29583	10179
744	29616	10137
745	29652	10096
746	29698	10058
747	29747	10021
748	29803	9987
749	29847	9949
750	29892	9911
751	29928	9869
752	29969	9830
753	30018	9793
754	30060	9754
755	30082	9709
756	30115	9667
757	30160	9629
758	30208	9591
759	30245	9551
760	30282	9510
761	30321	9470
762	30352	9428
763	30385	9386
764	30420	9344
765	30461	9305
766	30497	9264
767	30531	9223
768	30570	9183
769	30606	9142
770	30642	9101
771	30676	9059
772	30708	9017
773	30747	8977
774	30781	8936
775	30830	8899
776	30885	8864
777	30927	8825
778	30960	8783
779	30998	8743
780	31042	8704
781	31080	8664
782	31118	8624
783	31152	8582
784	31188	8542
785	31221	8500
786	31262	8461
787	31297	8420
788	31340	8381
789	31380	8341
790	31417	8301
791	31452	8260
792	31489	8219
793	31532	8181
794	31566	8139
795	31611	8101
796	31645	8060
797	31674	8017
798	31707	7976
799	31744	7936
800	31777	7894
801	31823	7856
802	31866	7817
803	31911	7779
804	31951	7739
805	31986	7698
806	32022	7658
807	32055	7617
808	32088	7575
809	32132	7537
810	32168	7496
811	32205	7456
812	32245	7416
813	32282	7376
814	32324	7337
815	32369	7299
816	32411	7259
817	32452	7220
818	32489	7180
819	32533	7141
820	32573	7101
821	32610	7061
822	32648	7021
823	32687	6981
824	32727	6942
825	32772	6903
826	32808	6863
827	32851	6824
828	32886	6783
829	32928	6744
830	32964	6704
831	32996	6662
832	33035	6622
833	33081	6584
834	33127	6546
835	33167	6506
836	33205	6466
837	33250	6427
838	33294	6388
839	33339	6350
840	33389	6312
841	33436	6274
842	33487	6236
843	33537	6198
844	33580	6159
845	33616	6119
846	33651	6078
847	33687	6038
848	33725	5998
849	33764	5958
850	33811	5920
851	33848	5879
852	33897	5841
853	33949	5803
854	33991	5764
855	34036	5725
856	34072	5685
857	34111	5645
858	34149	5605
859	34197	5567
860	34245	5528
861	34289	5489
862	34326	5449
863	34376	5411
864	34421	5372
865	34463	5332
866	34537	5298
867	34596	5261
868	34628	5220
869	34667	5180
870	34706	5140
871	34762	5102
872	34795	5061
873	34847	5023
874	34886	4983
875	34926	4943
876	34965	4903
877	35002	4863
878	35037	4823
879	35073	4782
880	35112	4742
881	35148	4702
882	35184	4662
883	35237	4623
884	35276	4583
885	35314	4543
886	35352	4503
887	35389	4463
888	35428	4423
889	35465	4383
890	35512	4344
891	35548	4304
892	35586	4264
893	35625	4224
894	35664	4184
895	35701	4143
896	35738	4103
897	35777	4063
898	35813	4023
899	35847	3983
900	35883	3942
901	35926	3903
902	35978	3864
903	36024	3825
904	36058	3785
905	36092	3744
906	36132	3704
907	36175	3665
908	36214	3625
909	36246	3584
910	36285	3544
911	36333	3505
912	36368	3465
913	36405	3425
914	36442	3385
915	36484	3345
916	36521	3305
917	36564	3266
918	36597	3225
919	36640	3186
920	36675	3145
921	36715	3106
922	36763	3066
923	36815	3028
924	36857	2988
925	36914	2949
926	36958	2910
927	36994	2870
928	37034	2830
929	37078	2790
930	37128	2751
931	37167	2711
932	37213	2672
933	37251	2632
934	37287	2592
935	37325	2552
936	37363	2512
937	37406	2472
938	37448	2432
939	37484	2392
940	37530	2353
941	37570	2313
942	37616	2273
943	37655	2233
944	37705	2194
945	37744	2154
946	37782	2114
947	37831	2075
948	37870	2035
949	37911	1995
950	37947	1955
951	37986	1915
952	38028	1875
953	38062	1835
954	38102	1795
955	38145	1755
956	38190	1715
957	38229	1676
958	38264	1635
959	38301	1595
960	38334	1555
961	38368	1515
962	38408	1475
963	38450	1435
964	38494	1396
965	38540	1356
966	38584	1316
967	38616	1276
968	38662	1236
969	38702	1196
970	38743	1157
971	38789	1117
972	38836	1077
973	38877	1037
974	38927	998
975	38968	958
976	39011	918
977	39055	878
978	39094	838
979	39129	798
980	39176	758
981	39213	718
982	39256	678
983	39292	638
984	39324	598
985	39359	558
986	39412	519
987	39465	479
988	39512	439
989	39554	399
990	39591	359
991	39627	319
992	39668	279
993	39700	239
994	39734	199
995	39772	159
996	39806	119
997	39855	79
998	39898	39
999	39948	0
