iter	RMSE
278	13.23215146
279	13.22386066
280	13.22021191
281	13.19560805
282	13.18935236
283	13.18316402
284	13.16767106
285	13.15326296
286	13.14027978
287	13.13201237
288	13.12402339
289	13.11300561
290	13.1039141
291	13.09386668
292	13.08360065
293	13.07626379
294	13.06158216
295	13.05355859
296	13.04225572
297	13.03445584
298	13.02718796
299	13.01874525
300	13.01237886
301	12.99958603
302	12.98046744
303	12.97361986
304	12.96790905
305	12.96072258
306	12.94618375
307	12.93549031
308	12.9284976
309	12.92079287
310	12.91254133
311	12.90296286
312	12.89541481
313	12.8843086
314	12.87189111
315	12.86411536
316	12.8532515
317	12.84524277
318	12.83757989
319	12.81605948
320	12.81107973
321	12.80169413
322	12.79191036
323	12.78731403
324	12.77380072
325	12.7595332
326	12.75046301
327	12.74465229
328	12.74122451
329	12.73550066
330	12.72559588
331	12.7173232
332	12.70075016
333	12.69060613
334	12.67255366
335	12.66817523
336	12.64901006
337	12.6487918
338	12.62737271
339	12.62716832
340	12.61933677
341	12.61358646
342	12.606749
343	12.60183417
344	12.59440671
345	12.59337558
346	12.58672907
347	12.57872322
348	12.57395828
349	12.56183527
350	12.55417097
351	12.54789562
352	12.54443188
353	12.53703882
354	12.53222711
355	12.51552413
356	12.50562724
357	12.49178863
358	12.47713769
359	12.45765045
360	12.44994304
361	12.44492246
362	12.43529561
363	12.42444615
364	12.41908292
365	12.41343179
366	12.409165
367	12.40400458
368	12.3984142
369	12.38821615
370	12.38245869
371	12.37158132
372	12.36909741
373	12.35901312
374	12.35195306
375	12.35162535
376	12.34720497
377	12.33785505
378	12.33362212
379	12.33091624
380	12.32706736
381	12.31751607
382	12.31256231
383	12.30114021
384	12.29666078
385	12.28991136
386	12.28794124
387	12.2868847
388	12.28332871
389	12.28118964
390	12.27101187
391	12.26278333
392	12.25282746
393	12.24828157
394	12.24527291
395	12.236124
396	12.22204589
397	12.2105893
398	12.20489022
399	12.20191676
400	12.1974204
401	12.18536666
402	12.1758343
403	12.17325435
404	12.17204236
405	12.16951638
406	12.16352837
407	12.15397242
408	12.15171245
409	12.14644909
410	12.14423599
411	12.13864491
412	12.13522101
413	12.1176181
414	12.10889907
415	12.10392544
416	12.10034856
417	12.09358493
418	12.0854088
419	12.07766219
420	12.06404719
421	12.05777931
422	12.04884382
423	12.04138934
424	12.0337097
425	12.02317223
426	12.01614971
427	12.01034559
428	12.00808775
429	11.99845429
430	11.99268524
431	11.98821805
432	11.98211492
433	11.97783242
434	11.96979193
435	11.96276619
436	11.95716921
437	11.95194191
438	11.94418303
439	11.93915112
440	11.93002677
441	11.92037794
442	11.91172112
443	11.90546384
444	11.89920725
445	11.89629342
446	11.89022395
447	11.8821579
448	11.87689511
449	11.86693101
450	11.86271016
451	11.86168361
452	11.85397779
453	11.84222191
454	11.84109563
455	11.83657118
456	11.8309359
457	11.82325388
458	11.81478322
459	11.79900767
460	11.79738837
461	11.79662918
462	11.79507406
463	11.78826049
464	11.78208098
465	11.7752607
466	11.77409631
467	11.76582526
468	11.75773036
469	11.75378125
470	11.75366705
471	11.74569519
472	11.73897043
473	11.73747117
474	11.73110771
475	11.72809342
476	11.72449035
477	11.720445
478	11.71979428
479	11.71478474
480	11.71342048
481	11.70994589
482	11.70451493
483	11.70038822
484	11.69278088
485	11.68643541
486	11.67755114
487	11.6715561
488	11.6680632
489	11.66169046
490	11.65421555
491	11.65071469
492	11.6460104
493	11.63816514
494	11.63158643
495	11.63006312
496	11.62488433
497	11.61823799
498	11.61354361
499	11.60168623
500	11.59968165
501	11.58768138
502	11.5853568
503	11.57902194
504	11.57281328
505	11.57178184
506	11.56913325
507	11.56531176
508	11.56319313
509	11.55448711
510	11.54919723
511	11.53993448
512	11.53418347
513	11.52903297
514	11.5225076
515	11.51306245
516	11.50672477
517	11.50436508
518	11.50082741
519	11.49769191
520	11.49614014
521	11.49255861
522	11.48335196
523	11.47182691
524	11.46710131
525	11.46153011
526	11.45467969
527	11.45295902
528	11.44640075
529	11.44208847
530	11.43848526
531	11.43641431
532	11.43576261
533	11.42858681
534	11.42619656
535	11.42283135
536	11.41744737
537	11.41236644
538	11.41022828
539	11.40737732
540	11.39959171
541	11.3926983
542	11.38811193
543	11.37804393
544	11.37205665
545	11.36781618
546	11.3650186
547	11.3544031
548	11.35178449
549	11.35096442
550	11.34964065
551	11.34245905
552	11.33802304
553	11.33271612
554	11.32226108
555	11.31412003
556	11.3102192
557	11.30773796
558	11.30163407
559	11.29399902
560	11.28152966
561	11.27680989
562	11.27191298
563	11.26956459
564	11.26683547
565	11.26150401
566	11.26101836
567	11.25113948
568	11.24393621
569	11.24279121
570	11.23873422
571	11.23284736
572	11.22935357
573	11.22894146
574	11.22495044
575	11.2211019
576	11.21790932
577	11.21260163
578	11.20973291
579	11.2034761
580	11.19908928
581	11.1955812
582	11.19226292
583	11.1914341
584	11.18867044
585	11.18626237
586	11.18323224
587	11.17834539
588	11.17361276
589	11.17185181
590	11.16726448
591	11.16268278
592	11.1574775
593	11.15641501
594	11.15219278
595	11.14902564
596	11.14517212
597	11.1410521
598	11.13782351
599	11.1356353
600	11.12970634
601	11.12832675
602	11.12615037
603	11.12194989
604	11.11435999
605	11.11249985
606	11.11011341
607	11.10811122
608	11.10633821
609	11.09908201
610	11.09685209
611	11.09375835
612	11.09053462
613	11.08589141
614	11.08001935
615	11.07606325
616	11.06974016
617	11.06638289
618	11.06491529
619	11.06423932
620	11.06027244
621	11.05927502
622	11.05478851
623	11.05069558
624	11.04541705
625	11.04104609
626	11.03599741
627	11.0331338
628	11.02979533
629	11.02478726
630	11.02080575
631	11.01721515
632	11.00727373
633	11.00436342
634	11.00310385
635	10.99885923
636	10.99613934
637	10.99307944
638	10.9901983
639	10.98571903
640	10.98089668
641	10.97839076
642	10.97246807
643	10.96899042
644	10.9659942
645	10.95789146
646	10.95112461
647	10.94747944
648	10.94466691
649	10.93916148
650	10.93828761
651	10.93517162
652	10.93247159
653	10.93108169
654	10.92668999
655	10.92609576
656	10.92241631
657	10.91795892
658	10.91450899
659	10.91433501
660	10.9102796
661	10.90539347
662	10.90525444
663	10.89464727
664	10.88902807
665	10.88367235
666	10.87811604
667	10.87409159
668	10.87250924
669	10.86827988
670	10.86584975
671	10.8643999
672	10.86049504
673	10.85638008
674	10.85465067
675	10.8476749
676	10.84412832
677	10.84113246
678	10.83765127
679	10.83739075
680	10.82710583
681	10.82076515
682	10.81774871
683	10.81159298
684	10.80633324
685	10.80380006
686	10.80039244
687	10.79797664
688	10.79219443
689	10.79091117
690	10.78742398
691	10.78303641
692	10.77812298
693	10.76995421
694	10.76935934
695	10.76703446
696	10.76251526
697	10.75758084
698	10.75639392
699	10.75331596
700	10.74833927
701	10.74550185
702	10.74504324
703	10.7439201
704	10.74138622
705	10.74023663
706	10.73767775
707	10.73088736
708	10.72541031
709	10.71830126
710	10.71626339
711	10.71378404
712	10.71196653
713	10.70813906
714	10.69941433
715	10.6956977
716	10.69409441
717	10.69083381
718	10.68866265
719	10.68820287
720	10.68250764
721	10.67864942
722	10.67541482
723	10.67361684
724	10.67066384
725	10.66817435
726	10.66222972
727	10.66057871
728	10.6604437
729	10.65576983
730	10.64798138
731	10.64459387
732	10.6362852
733	10.63488621
734	10.6307186
735	10.6268474
736	10.62548535
737	10.62395649
738	10.62142698
739	10.61763758
740	10.61199037
741	10.60931978
742	10.60693605
743	10.60287342
744	10.60258369
745	10.59875541
746	10.59251841
747	10.5905306
748	10.58797397
749	10.58101076
750	10.5783821
751	10.57610619
752	10.57540243
753	10.57113003
754	10.57061993
755	10.57028969
756	10.5670877
757	10.56398445
758	10.56260127
759	10.56074625
760	10.55832906
761	10.55710921
762	10.55599464
763	10.55550224
764	10.55410692
765	10.55013791
766	10.54981872
767	10.54924504
768	10.54323821
769	10.54287794
770	10.53835356
771	10.53648106
772	10.53584552
773	10.53473745
774	10.53091896
775	10.52735426
776	10.52414373
777	10.52132747
778	10.52098943
779	10.5132057
780	10.50881676
781	10.5051712
782	10.5033324
783	10.50040736
784	10.49512422
785	10.49210322
786	10.49007302
787	10.48890829
788	10.4880812
789	10.48527762
790	10.48002088
791	10.47821651
792	10.47419236
793	10.46842089
794	10.46584431
795	10.4621071
796	10.45885699
797	10.45786769
798	10.4574509
799	10.45646497
800	10.45552416
801	10.44833031
802	10.44150596
803	10.43649831
804	10.43362927
805	10.43248211
806	10.43166923
807	10.43047198
808	10.42819454
809	10.42207311
810	10.42183647
811	10.42076372
812	10.4172608
813	10.41373789
814	10.41101186
815	10.40797762
816	10.40402401
817	10.39653319
818	10.38925188
819	10.38628285
820	10.38506689
821	10.37961732
822	10.37745204
823	10.37458733
824	10.37219206
825	10.36954914
826	10.36605868
827	10.36311475
828	10.3625988
829	10.36039752
830	10.35481736
831	10.35263923
832	10.35260746
833	10.34996139
834	10.3496629
835	10.34493261
836	10.34454446
837	10.34116963
838	10.33716452
839	10.3356006
840	10.33210223
841	10.33151497
842	10.32583927
843	10.32102691
844	10.31875843
845	10.31474695
846	10.30777187
847	10.30435341
848	10.30162162
849	10.29917476
850	10.29665388
851	10.29356868
852	10.28905834
853	10.28718066
854	10.28392934
855	10.28349196
856	10.2807454
857	10.27747828
858	10.27306495
859	10.27232257
860	10.27043924
861	10.26919675
862	10.26683308
863	10.26221194
864	10.25936013
865	10.25898132
866	10.25713616
867	10.25544198
868	10.2520259
869	10.25038234
870	10.24744265
871	10.23970079
872	10.23936638
873	10.2376316
874	10.23410641
875	10.23171619
876	10.23087314
877	10.22852554
878	10.2261049
879	10.22369265
880	10.22023078
881	10.21727396
882	10.2141303
883	10.20901922
884	10.20699251
885	10.20207737
886	10.20060257
887	10.19770732
888	10.1943305
889	10.19304471
890	10.18927927
891	10.18854145
892	10.18376642
893	10.18206364
894	10.18032356
895	10.17676412
896	10.17272921
897	10.16872743
898	10.16747121
899	10.16651332
900	10.16530052
901	10.16376523
902	10.16319696
903	10.1616459
904	10.15871432
905	10.15661683
906	10.15473889
907	10.15210212
908	10.1475891
909	10.1454437
910	10.14059494
911	10.13908607
912	10.13716595
913	10.13432158
914	10.12722841
915	10.12649429
916	10.12283292
917	10.12261489
918	10.12063353
919	10.11840187
920	10.11761374
921	10.11632803
922	10.11601199
923	10.11115721
924	10.10971376
925	10.10423483
926	10.10171857
927	10.10024727
928	10.09605356
929	10.09195489
930	10.09088218
931	10.09085158
932	10.08679083
933	10.08576138
934	10.08411409
935	10.08362625
936	10.0807537
937	10.07573767
938	10.07269502
939	10.07162575
940	10.07148002
941	10.06998597
942	10.06869275
943	10.06412643
944	10.06090221
945	10.05808848
946	10.05806341
947	10.05416792
948	10.05317065
949	10.0491551
950	10.04684351
951	10.04353881
952	10.04310807
953	10.03873584
954	10.03611777
955	10.03472532
956	10.02882878
957	10.02581641
958	10.0229721
959	10.0225468
960	10.02016832
961	10.01829246
962	10.01587417
963	10.01517669
964	10.01399871
965	10.01010514
966	10.00922952
967	10.00614995
968	10.00194854
969	9.99818706
970	9.992862828
971	9.987564508
972	9.985405422
973	9.981585981
974	9.978918993
975	9.973010584
976	9.971035316
977	9.967415525
978	9.965996481
979	9.962680275
980	9.96178238
981	9.96022125
982	9.957727995
983	9.9571305
984	9.956005865
985	9.954877063
986	9.951252993
987	9.948821575
988	9.948347539
989	9.946704028
990	9.946186736
991	9.943665977
992	9.937233109
993	9.936802646
994	9.935151242
995	9.934298314
996	9.933295923
997	9.931547418
998	9.930141581
999	9.929030215
