iter	RMSE
355	0.1644409362
356	0.1644349737
357	0.164422007
358	0.1644053105
359	0.1643964925
360	0.164381222
361	0.164375768
362	0.1643649006
363	0.1643552226
364	0.16434956
365	0.1643357774
366	0.1643234355
367	0.1643128978
368	0.1643004911
369	0.1642864554
370	0.1642850946
371	0.1642747775
372	0.1642680448
373	0.1642580909
374	0.1642453681
375	0.1642366949
376	0.164228938
377	0.1642141338
378	0.1642083785
379	0.1642000732
380	0.1641935425
381	0.1641799494
382	0.1641634127
383	0.1641595311
384	0.1641444715
385	0.1641367555
386	0.1641295113
387	0.1641201922
388	0.1641124034
389	0.1641008686
390	0.1640958896
391	0.1640834641
392	0.1640725913
393	0.1640622681
394	0.1640561114
395	0.1640518399
396	0.1640416571
397	0.1640316389
398	0.1640228684
399	0.164015662
400	0.1640059119
401	0.163996422
402	0.1639840691
403	0.1639767219
404	0.1639705518
405	0.1639581236
406	0.1639476766
407	0.1639327682
408	0.1639275278
409	0.1639235873
410	0.163912292
411	0.1639090026
412	0.1638988227
413	0.1638856116
414	0.16387081
415	0.1638612509
416	0.1638502753
417	0.1638370709
418	0.1638283744
419	0.163821551
420	0.1638192837
421	0.1638157455
422	0.1638082532
423	0.1638027226
424	0.1637998147
425	0.1637877319
426	0.1637751844
427	0.1637619306
428	0.1637502677
429	0.1637389918
430	0.1637258101
431	0.1637186919
432	0.1637057054
433	0.163690025
434	0.1636767243
435	0.163664469
436	0.1636540928
437	0.1636343271
438	0.1636085485
439	0.1635993787
440	0.16358307
441	0.1635718794
442	0.1635584405
443	0.1635476046
444	0.1635359766
445	0.1635294001
446	0.163518269
447	0.1635030044
448	0.1634922914
449	0.1634797663
450	0.1634584677
451	0.1634519101
452	0.1634468807
453	0.1634317826
454	0.1634218796
455	0.1634078173
456	0.1633976687
457	0.1633867522
458	0.1633754004
459	0.1633671744
460	0.1633556794
461	0.1633483785
462	0.1633360897
463	0.1633285036
464	0.1633230673
465	0.1633158973
466	0.1633041475
467	0.1632965225
468	0.1632884246
469	0.1632776964
470	0.1632686435
471	0.1632614959
472	0.1632522143
473	0.1632427173
474	0.1632329123
475	0.1632205806
476	0.1632058205
477	0.1632004959
478	0.1631935893
479	0.1631874673
480	0.1631855204
481	0.1631826603
482	0.1631651173
483	0.1631535087
484	0.1631466536
485	0.1631377549
486	0.1631315326
487	0.1631195539
488	0.1631110838
489	0.1631010265
490	0.1630896477
491	0.1630863465
492	0.163076276
493	0.1630656909
494	0.163053308
495	0.1630491909
496	0.1630308203
497	0.1630270856
498	0.163017134
499	0.1630067975
500	0.1630003425
501	0.1629815703
502	0.1629712217
503	0.1629616103
504	0.1629504616
505	0.1629462687
506	0.1629365598
507	0.1629315706
508	0.1629178318
509	0.1628993297
510	0.1628949721
511	0.162880274
512	0.1628685582
513	0.1628622236
514	0.1628496084
515	0.1628438504
516	0.1628354885
517	0.1628286497
518	0.1628193059
519	0.1628119442
520	0.1628048188
521	0.162788616
522	0.1627793067
523	0.1627606925
524	0.1627510941
525	0.1627446239
526	0.1627334277
527	0.1627234016
528	0.1627111304
529	0.1627040795
530	0.162695367
531	0.1626872644
532	0.1626761189
533	0.1626690485
534	0.1626637774
535	0.1626506378
536	0.1626422424
537	0.162635662
538	0.1626305703
539	0.1626230051
540	0.1626159856
541	0.1626097459
542	0.1625940855
543	0.1625883093
544	0.1625830359
545	0.1625749843
546	0.1625580748
547	0.1625550701
548	0.1625443223
549	0.1625351703
550	0.162525993
551	0.1625162022
552	0.1625060709
553	0.1624976782
554	0.1624901559
555	0.1624800463
556	0.1624677284
557	0.1624573785
558	0.1624503987
559	0.162438195
560	0.1624300646
561	0.162418133
562	0.1624069421
563	0.1623874187
564	0.1623727057
565	0.1623642205
566	0.1623553409
567	0.1623464366
568	0.1623310734
569	0.1623194545
570	0.1623144928
571	0.1623060919
572	0.1622964152
573	0.1622879586
574	0.1622803047
575	0.1622719759
576	0.1622581807
577	0.1622524874
578	0.1622422364
579	0.1622324869
580	0.1622224756
581	0.1622075409
582	0.1621951428
583	0.1621878336
584	0.1621760625
585	0.1621690865
586	0.1621672161
587	0.1621533182
588	0.1621458311
589	0.1621378659
590	0.1621192871
591	0.162109425
592	0.1620947133
593	0.162084689
594	0.1620709078
595	0.1620666496
596	0.1620585045
597	0.1620487715
598	0.1620360785
599	0.1620265687
600	0.1620238599
601	0.1620165009
602	0.1620052916
603	0.1619981174
604	0.161983755
605	0.1619780696
606	0.1619686333
607	0.1619653222
608	0.1619583739
609	0.1619486589
610	0.1619344602
611	0.1619315849
612	0.1619216599
613	0.1619137702
614	0.1619028257
615	0.1618928927
616	0.1618883595
617	0.1618843537
618	0.1618704623
619	0.1618619108
620	0.1618524796
621	0.1618408399
622	0.1618331401
623	0.1618209059
624	0.1618174331
625	0.1618052303
626	0.1617904025
627	0.1617790708
628	0.1617718562
629	0.1617675623
630	0.1617635587
631	0.1617594542
632	0.1617519371
633	0.1617476482
634	0.1617421435
635	0.1617373684
636	0.1617298578
637	0.1617210951
638	0.1617115855
639	0.161701552
640	0.1616919985
641	0.1616822654
642	0.1616787149
643	0.1616648931
644	0.1616456845
645	0.1616340918
646	0.1616258529
647	0.161617425
648	0.1616108446
649	0.1616018234
650	0.1615882628
651	0.1615793757
652	0.1615683203
653	0.1615618964
654	0.161555498
655	0.1615456451
656	0.1615366317
657	0.161531989
658	0.1615226705
659	0.1615123109
660	0.1615041246
661	0.161497183
662	0.1614922777
663	0.1614848178
664	0.1614791003
665	0.1614701677
666	0.1614611632
667	0.1614495312
668	0.1614434283
669	0.1614306432
670	0.1614203334
671	0.161408773
672	0.1614021984
673	0.1613960461
674	0.1613923175
675	0.1613819722
676	0.1613762901
677	0.1613707436
678	0.1613579417
679	0.1613490811
680	0.1613416786
681	0.1613370978
682	0.1613306057
683	0.1613169614
684	0.1613113019
685	0.1613028662
686	0.1612920951
687	0.1612860604
688	0.1612737403
689	0.1612656695
690	0.1612575535
691	0.1612514211
692	0.1612401478
693	0.1612349298
694	0.1612225341
695	0.1612123654
696	0.1612038522
697	0.161193552
698	0.1611769521
699	0.1611711689
700	0.1611646624
701	0.1611564798
702	0.1611486526
703	0.161139406
704	0.1611254665
705	0.1611152313
706	0.1611042087
707	0.1610968344
708	0.1610847968
709	0.1610794015
710	0.1610740485
711	0.1610691448
712	0.1610643836
713	0.1610555371
714	0.1610436163
715	0.1610323162
716	0.1610179337
717	0.1610108603
718	0.1610062189
719	0.1610017364
720	0.1609936378
721	0.160986321
722	0.1609832291
723	0.160972737
724	0.1609638595
725	0.1609533065
726	0.1609422707
727	0.1609333371
728	0.1609263246
729	0.1609169254
730	0.16090623
731	0.1608989479
732	0.1608898404
733	0.1608742249
734	0.1608663431
735	0.1608500352
736	0.1608396931
737	0.160830616
738	0.160816494
739	0.1608127216
740	0.1608096929
741	0.1608021989
742	0.1607942505
743	0.1607808645
744	0.1607668052
745	0.1607566315
746	0.160745861
747	0.1607349528
748	0.1607305041
749	0.160717109
750	0.1607077144
751	0.1607010857
752	0.1606953897
753	0.1606870287
754	0.1606816096
755	0.160674186
756	0.1606696884
757	0.1606579413
758	0.1606471364
759	0.1606398455
760	0.1606301117
761	0.1606196262
762	0.1606089016
763	0.1605999063
764	0.1605844948
765	0.1605750846
766	0.160567879
767	0.1605620879
768	0.1605512632
769	0.1605416932
770	0.1605346847
771	0.160525905
772	0.1605187946
773	0.1605047581
774	0.1604918485
775	0.1604776761
776	0.1604648462
777	0.1604559121
778	0.160446811
779	0.1604365662
780	0.1604330216
781	0.1604294982
782	0.1604223462
783	0.1604100642
784	0.160397776
785	0.1603872379
786	0.1603784897
787	0.1603719275
788	0.1603652324
789	0.160356371
790	0.160348907
791	0.1603384319
792	0.1603307146
793	0.1603226863
794	0.1603206966
795	0.1603170958
796	0.1603040536
797	0.1603002683
798	0.160292869
799	0.160286574
800	0.1602748559
801	0.1602667185
802	0.1602527923
803	0.1602445653
804	0.1602365867
805	0.160235759
806	0.1602320364
807	0.1602281932
808	0.1602177934
809	0.1602169925
810	0.1602138904
811	0.1602062034
812	0.1601959406
813	0.1601818263
814	0.1601730049
815	0.1601646877
816	0.160157441
817	0.1601471505
818	0.1601410253
819	0.1601328342
820	0.1601204222
821	0.1601161459
822	0.1601095048
823	0.1601049425
824	0.1600955043
825	0.1600885926
826	0.1600806706
827	0.1600741179
828	0.1600615498
829	0.1600568633
830	0.1600471076
831	0.1600350102
832	0.1600304723
833	0.1600212805
834	0.1600131599
835	0.1600058112
836	0.1599912445
837	0.1599874047
838	0.1599797855
839	0.159973725
840	0.1599637477
841	0.1599557226
842	0.1599486626
843	0.1599339129
844	0.1599226082
845	0.1599172065
846	0.159912823
847	0.1599059411
848	0.1598987836
849	0.1598923989
850	0.1598824232
851	0.1598727083
852	0.1598693272
853	0.159861715
854	0.1598569307
855	0.1598490477
856	0.1598410855
857	0.159832006
858	0.1598259605
859	0.1598174046
860	0.1598098898
861	0.1597991917
862	0.1597882994
863	0.1597845744
864	0.1597736879
865	0.1597616594
866	0.1597510249
867	0.1597439731
868	0.1597319524
869	0.1597276961
870	0.1597197651
871	0.1597099679
872	0.1596981926
873	0.1596908175
874	0.1596815421
875	0.1596707568
876	0.1596676355
877	0.1596615548
878	0.1596501586
879	0.159646511
880	0.1596405594
881	0.1596309013
882	0.1596170198
883	0.1596100609
884	0.1596078134
885	0.1596015125
886	0.1595961684
887	0.1595915066
888	0.159583446
889	0.1595787022
890	0.1595717812
891	0.1595641247
892	0.159557508
893	0.1595502214
894	0.1595383224
895	0.159532395
896	0.1595251997
897	0.1595091296
898	0.1595041015
899	0.1594993376
900	0.1594978951
901	0.1594887958
902	0.1594831183
903	0.1594782302
904	0.1594679291
905	0.1594593057
906	0.1594498694
907	0.1594368077
908	0.1594249376
909	0.1594133487
910	0.1594028582
911	0.1593946637
912	0.159384993
913	0.159380677
914	0.1593758961
915	0.1593716164
916	0.1593662989
917	0.1593594693
918	0.1593533358
919	0.1593450996
920	0.1593370621
921	0.1593271124
922	0.1593163066
923	0.1593103986
924	0.1593041421
925	0.1592973656
926	0.1592883629
927	0.1592803388
928	0.1592701132
929	0.1592589846
930	0.1592520045
931	0.1592453109
932	0.1592359716
933	0.1592290739
934	0.1592223678
935	0.1592125261
936	0.1592047118
937	0.159202442
938	0.1591969556
939	0.1591884767
940	0.1591858875
941	0.1591753724
942	0.159164668
943	0.1591568283
944	0.159145349
945	0.1591341282
946	0.1591248231
947	0.1591153957
948	0.1591122678
949	0.1591022881
950	0.1590960046
951	0.1590937146
952	0.1590876809
953	0.1590795506
954	0.1590718928
955	0.1590664188
956	0.1590607387
957	0.1590556975
958	0.1590490079
959	0.1590438827
960	0.1590359116
961	0.1590278456
962	0.1590232343
963	0.1590148393
964	0.1590099348
965	0.1590013998
966	0.1589894521
967	0.1589791904
968	0.1589731251
969	0.1589614423
970	0.1589518752
971	0.1589417858
972	0.1589327099
973	0.1589226182
974	0.1589050336
975	0.1588980372
976	0.158889635
977	0.1588836459
978	0.158875153
979	0.1588694959
980	0.1588607392
981	0.1588564641
982	0.1588456615
983	0.1588380426
984	0.1588243023
985	0.1588208105
986	0.1588088873
987	0.1587989362
988	0.158796768
989	0.1587783667
990	0.1587745197
991	0.1587669094
992	0.1587547543
993	0.1587470261
994	0.1587408395
995	0.1587351549
996	0.1587317077
997	0.1587230982
998	0.1587167601
999	0.1587101409
